WETH,REQ,WMATIC,WETH,WMATIC,REQ,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,0x6cf8654e85ab489ca7e70189046d507eba233613,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,18,18,18,18,18,18
WETH,REQ,WMATIC,REQ,WMATIC,WETH,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,0x6cf8654e85ab489ca7e70189046d507eba233613,18,18,18,18,18,18
USDC,DAI,USDC,USDT,DAI,USDT,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x5b13b583d4317ab15186ed660a1e4c65c10da659,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,0xede04e0cd393a076c49deb95d3686a52ccc49c71,6,18,6,6,18,6
USDC,DAI,DAI,USDT,USDC,USDT,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x5b13b583d4317ab15186ed660a1e4c65c10da659,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,6,18,18,6,6,6
WMATIC,USDT,WMATIC,DAI,DAI,USDT,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,0xede04e0cd393a076c49deb95d3686a52ccc49c71,18,6,18,18,18,6
WMATIC,USDT,DAI,USDT,WMATIC,DAI,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,18,6,18,6,18,18
WMATIC,WETH,WETH,REQ,WMATIC,REQ,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x6cf8654e85ab489ca7e70189046d507eba233613,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,18,18,18,18,18,18
WMATIC,WETH,WMATIC,REQ,WETH,REQ,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x6cf8654e85ab489ca7e70189046d507eba233613,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,18,18,18,18,18,18
WMATIC,REQ,WETH,REQ,WMATIC,WETH,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,0x6cf8654e85ab489ca7e70189046d507eba233613,18,18,18,18,18,18
WMATIC,REQ,WMATIC,WETH,WETH,REQ,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,0x6cf8654e85ab489ca7e70189046d507eba233613,0x451e5cfd20f5cf1318b09e712a5719182b2c8963,18,18,18,18,18,18
USDC,USDT,USDC,DAI,DAI,USDT,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,0x5b13b583d4317ab15186ed660a1e4c65c10da659,0xede04e0cd393a076c49deb95d3686a52ccc49c71,6,6,6,18,18,6
USDC,USDT,DAI,USDT,USDC,DAI,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x5b13b583d4317ab15186ed660a1e4c65c10da659,6,6,18,6,6,18
WMATIC,DAI,WMATIC,USDT,DAI,USDT,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,0xede04e0cd393a076c49deb95d3686a52ccc49c71,18,18,18,6,18,6
WMATIC,DAI,DAI,USDT,WMATIC,USDT,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,18,18,18,6,18,6
DAI,USDT,USDC,DAI,USDC,USDT,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x5b13b583d4317ab15186ed660a1e4c65c10da659,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,18,6,6,18,6,6
DAI,USDT,WMATIC,USDT,WMATIC,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,18,6,18,6,18,18
DAI,USDT,USDC,USDT,USDC,DAI,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,0x5b13b583d4317ab15186ed660a1e4c65c10da659,18,6,6,6,6,18
DAI,USDT,WMATIC,DAI,WMATIC,USDT,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,0xede04e0cd393a076c49deb95d3686a52ccc49c71,0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,0x65d43b64e3b31965cd5ea367d4c2b94c03084797,18,6,18,18,18,6